00000000000000000000 -3.19962273012091147351e+00 -5.75008038016314171337e-01 00000000000000000070 1.44412395899804603347e-16
7.81443485547565069860e-03 -3.19390816964280332968e+00 -5.75022513516135758138e-01 7.00068831170852661216e+01 1.22964497648974649055e-03
1.56283925121375351364e-02 -3.18823883029744781226e+00 -5.75031835723198492261e-01 7.00136422668890787691e+01 2.42228740865645889718e-03
2.34413958003126705887e-02 -3.18261448160195836721e+00 -5.75036090078043793383e-01 7.00202783986979682140e+01 3.57800247774613285057e-03
3.12529676086078303521e-02 -3.17703488861425409340e+00 -5.75035364021800443624e-01 7.00267924660365679301e+01 4.69687443614807097203e-03
3.90626309130450363738e-02 -3.17149981918177825690e+00 -5.75029742623942241586e-01 7.00331854263254456328e+01 5.77899560906243274505e-03
4.68699088061915875025e-02 -3.16600904216683609604e+00 -5.75019309748311613362e-01 7.00394582410772414960e+01 6.82446823279396312667e-03
5.46743245262831176201e-02 -3.16056232744218279507e+00 -5.75004148031359463289e-01 7.00456118753993166592e+01 7.83340235968406004008e-03
6.24754014863376089250e-02 -3.15515944589820040989e+00 -5.74984338901938452082e-01 7.00516472980206970078e+01 8.80591557245439734980e-03
7.02726633032589032002e-02 -3.14980016944454899175e+00 -5.74959962674678748407e-01 7.00575654811053851745e+01 9.74213589255562562030e-03
7.80656338269275495989e-02 -3.14448427101269478712e+00 -5.74931098487457048485e-01 7.00633674001131367959e+01 1.06421979687253281943e-02
8.58538371692776497435e-02 -3.13921152455758933897e+00 -5.74897824371164545276e-01 7.00690540336503744356e+01 1.15062449945865664241e-02
9.36367977333575213228e-02 -3.13398170506550011183e+00 -5.74860217225357850168e-01 7.00746263635989379281e+01 1.23344265752355630728e-02
1.01414040242372674450e-01 -3.12879458853634018212e+00 -5.74818352951182998112e-01 7.00800853741703235755e+01 1.31269034007183687390e-02
1.09185089768709248093e-01 -3.12364995200777428863e+00 -5.74772306337421490241e-01 7.00854320527652419059e+01 1.38838412690606340799e-02
1.16949471762936074715e-01 -3.11854757354260270219e+00 -5.74722151158814975602e-01 7.00906673892757794420e+01 1.46054142924916304652e-02
1.24706712082783596762e-01 -3.11348723223186096831e+00 -5.74667960180701431483e-01 7.00957923760758205844e+01 1.52918040690562632988e-02
1.32456337022098163958e-01 -3.10846870821065701662e+00 -5.74609805134090878553e-01 7.01008080085733240594e+01 1.59431975907415521276e-02
1.40197873339769407686e-01 -3.10349178260613856040e+00 -5.74547756885348315237e-01 7.01057152828591654270e+01 1.65597935684566842374e-02
1.47930848288629207543e-01 -3.09855623760361753583e+00 -5.74481885265106462235e-01 7.01105151984474304072e+01 1.71417940520501230206e-02
1.55654789644321001063e-01 -3.09366185640681612412e+00 -5.74412259200157260253e-01 7.01152087564769317396e+01 1.76894091472801773257e-02
1.63369225734136341854e-01 -3.08880842324560278556e+00 -5.74338946708261688379e-01 7.01197969599660666518e+01 1.82028558239850472844e-02
1.71073685465818581264e-01 -3.08399572339311811575e+00 -5.74262014884248661595e-01 7.01242808144825033878e+01 1.86823563601143070867e-02
1.78767698356330495546e-01 -3.07922354310209023254e+00 -5.74181530032607301273e-01 7.01286613253472950191e+01 1.91281431219964236090e-02
1.86450794560585164650e-01 -3.07449166968559772783e+00 -5.74097557536974112402e-01 7.01329395010632623553e+01 1.95404519948324251200e-02
1.94122504900137410333e-01 -3.06979988861063413097e+00 -5.74010162471754070701e-01 7.01371163509925708013e+01 1.99195261439036215567e-02
2.01782360891835127470e-01 -3.06514799473929144824e+00 -5.73919407485346533271e-01 7.01411928861080014030e+01 2.02656149141205964292e-02
2.09429894776427566461e-01 -3.06053577575536195354e+00 -5.73825356125154173448e-01 7.01451701183274849427e+01 2.05789738868756878765e-02
2.17064639547129734076e-01 -3.05596302305292288892e+00 -5.73728070543190860064e-01 7.01490490616974256000e+01 2.08598634770036026054e-02
2.24686128978140969847e-01 -3.05142952898420682928e+00 -5.73627612198869263338e-01 7.01528307289449060136e+01 2.11085529674313356063e-02
2.32293897653115311019e-01 -3.04693508695926906782e+00 -5.73524041747975443784e-01 7.01565161357681574827e+01 2.13253148443456226613e-02
2.39887480993583035449e-01 -3.04247949138149031967e+00 -5.73417419137971062781e-01 7.01601062980694649696e+01 2.15104280493878252667e-02
2.47466415287320606886e-01 -3.03806253765921674415e+00 -5.73307803607192023598e-01 7.01636022324699979436e+01 2.16641770923109606983e-02
2.55030237716668051196e-01 -3.03368402220304567152e+00 -5.73195253701756723963e-01 7.01670049562127928766e+01 2.17868519375241237457e-02
2.62578486386791154494e-01 -3.02934374242303094960e+00 -5.73079827292276799966e-01 7.01703154870668583953e+01 2.18787478911665299319e-02
2.70110700353888233405e-01 -3.02504149675121869478e+00 -5.72961581567414279803e-01 7.01735348443253315054e+01 2.19401644986755850475e-02
2.77626419653337785931e-01 -3.02077708454709892294e+00 -5.72840573132750940921e-01 7.01766640447721954388e+01 2.19714089944463668302e-02
2.85125185327787133982e-01 -3.01655030622039266319e+00 -5.72716857913722399154e-01 7.01797041080002372837e+01 2.19727913068457243739e-02
2.92606539455178948916e-01 -3.01236096315058743400e+00 -5.72590491241130705724e-01 7.01826560529903389352e+01 2.19446269490837890526e-02
3.00070025176715493576e-01 -3.00820885770188528596e+00 -5.72461527850680607088e-01 7.01855208987973782087e+01 2.18872362096808256715e-02
3.07515186724756528491e-01 -3.00409379322010572366e+00 -5.72330021898515894918e-01 7.01882996644627041860e+01 2.18009440411016074124e-02
